Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss,Layer_type,loss_fn
backbone.layers.29.mixer.D,Gradient,5.0,204,2.8676765598356724,mixer.D,0.014057238038410158
backbone.layers.29.mixer.D,Gradient,10.0,409,2.8666383114953837,mixer.D,0.007008895627128078
backbone.layers.29.mixer.D,Gradient,50.0,2048,2.8665233130256333,mixer.D,0.0013996695864382975
backbone.layers.29.mixer.D,Hybrid,0.1,4,2.8564173988997936,mixer.D,0.7141043497249484
backbone.layers.29.mixer.D,Hybrid,1.0,40,2.855840659389893,mixer.D,0.07139601648474733
backbone.layers.29.mixer.D,Hybrid,5.0,204,2.868784260004759,mixer.D,0.014062667941199798
backbone.layers.29.mixer.D,Hybrid,10.0,409,2.872848603874445,mixer.D,0.0070240797160744375
backbone.layers.29.mixer.D,Hybrid,50.0,2048,2.867426384240389,mixer.D,0.0014001105391798774
backbone.layers.29.mixer.conv1d.weight,Magnitude,0.01,1,2.8571126013994217,mixer.conv1d.weight,2.8571126013994217
backbone.layers.29.mixer.conv1d.weight,Magnitude,0.1,16,2.8564857120315232,mixer.conv1d.weight,0.1785303570019702
backbone.layers.29.mixer.conv1d.weight,Magnitude,1.0,163,2.851599240054687,mixer.conv1d.weight,0.017494473865366178
backbone.layers.29.mixer.conv1d.weight,Magnitude,5.0,819,3.9148478334148726,mixer.conv1d.weight,0.004780033984633544
backbone.layers.29.mixer.conv1d.weight,Magnitude,10.0,1638,4.1004437903563185,mixer.conv1d.weight,0.00250332343733597
backbone.layers.29.mixer.conv1d.weight,Magnitude,50.0,8192,4.682279768089454,mixer.conv1d.weight,0.0005715673545031071
backbone.layers.29.mixer.conv1d.weight,Gradient,0.01,1,2.8569481670856476,mixer.conv1d.weight,2.8569481670856476
backbone.layers.29.mixer.conv1d.weight,Gradient,0.1,16,2.857221988340219,mixer.conv1d.weight,0.1785763742712637
backbone.layers.29.mixer.conv1d.weight,Gradient,1.0,163,2.878642280896505,mixer.conv1d.weight,0.0176603820913896
backbone.layers.29.mixer.conv1d.weight,Gradient,5.0,819,2.895668100565672,mixer.conv1d.weight,0.0035356142864049716
backbone.layers.29.mixer.conv1d.weight,Gradient,10.0,1638,2.9034834690392017,mixer.conv1d.weight,0.0017725784304268631
backbone.layers.29.mixer.conv1d.weight,Gradient,50.0,8192,3.6599981052180133,mixer.conv1d.weight,0.00044677711245337076
backbone.layers.29.mixer.conv1d.weight,Hybrid,0.01,1,2.8568911850452423,mixer.conv1d.weight,2.8568911850452423
backbone.layers.29.mixer.conv1d.weight,Hybrid,0.1,16,2.852925378829241,mixer.conv1d.weight,0.17830783617682755
backbone.layers.29.mixer.conv1d.weight,Hybrid,1.0,163,2.8630429531137147,mixer.conv1d.weight,0.01756468069394917
backbone.layers.29.mixer.conv1d.weight,Hybrid,5.0,819,3.924753403911988,mixer.conv1d.weight,0.004792128698305235
backbone.layers.29.mixer.conv1d.weight,Hybrid,10.0,1638,4.156623696287473,mixer.conv1d.weight,0.002537621304204806
backbone.layers.29.mixer.conv1d.weight,Hybrid,50.0,8192,4.6810280581315356,mixer.conv1d.weight,0.0005714145578773847
backbone.layers.29.mixer.conv1d.bias,Magnitude,0.1,4,2.8494145274162292,mixer.conv1d.bias,0.7123536318540573
backbone.layers.29.mixer.conv1d.bias,Magnitude,1.0,40,2.914200914402803,mixer.conv1d.bias,0.07285502286007008
backbone.layers.29.mixer.conv1d.bias,Magnitude,5.0,204,2.9060265806814036,mixer.conv1d.bias,0.014245228336673547
backbone.layers.29.mixer.conv1d.bias,Magnitude,10.0,409,2.8704795564214387,mixer.conv1d.bias,0.007018287424013297
backbone.layers.29.mixer.conv1d.bias,Magnitude,50.0,2048,3.7745586248735585,mixer.conv1d.bias,0.0018430462035515423
backbone.layers.29.mixer.conv1d.bias,Gradient,0.1,4,2.8565253453950086,mixer.conv1d.bias,0.7141313363487521
backbone.layers.29.mixer.conv1d.bias,Gradient,1.0,40,2.8494995944201946,mixer.conv1d.bias,0.07123748986050486
backbone.layers.29.mixer.conv1d.bias,Gradient,5.0,204,2.854481333245834,mixer.conv1d.bias,0.013992555555126636
backbone.layers.29.mixer.conv1d.bias,Gradient,10.0,409,2.8545737725993,mixer.conv1d.bias,0.0069793979770154035
backbone.layers.29.mixer.conv1d.bias,Gradient,50.0,2048,2.866842109709978,mixer.conv1d.bias,0.0013998252488818252
backbone.layers.29.mixer.conv1d.bias,Hybrid,0.1,4,2.8502006717026234,mixer.conv1d.bias,0.7125501679256558
backbone.layers.29.mixer.conv1d.bias,Hybrid,1.0,40,2.8711114153265953,mixer.conv1d.bias,0.07177778538316489
backbone.layers.29.mixer.conv1d.bias,Hybrid,5.0,204,2.9214955319960914,mixer.conv1d.bias,0.014321056529392605
backbone.layers.29.mixer.conv1d.bias,Hybrid,10.0,409,2.876164488494396,mixer.conv1d.bias,0.007032187013433731
backbone.layers.29.mixer.conv1d.bias,Hybrid,50.0,2048,3.445699823399385,mixer.conv1d.bias,0.001682470616894231
backbone.layers.29.mixer.in_proj.weight,Magnitude,0.001,167,2.8607570317884288,mixer.in_proj.weight,0.01713028162747562
backbone.layers.29.mixer.in_proj.weight,Magnitude,0.01,1677,2.8579299921790757,mixer.in_proj.weight,0.0017041920048772067
backbone.layers.29.mixer.in_proj.weight,Magnitude,0.1,16777,2.855010793854793,mixer.in_proj.weight,0.00017017409512158272
backbone.layers.29.mixer.in_proj.weight,Magnitude,1.0,167772,2.872150741517544,mixer.in_proj.weight,1.711936879525513e-05
backbone.layers.29.mixer.in_proj.weight,Magnitude,5.0,838860,3.1208968746165433,mixer.in_proj.weight,3.7204025398952664e-06
backbone.layers.29.mixer.in_proj.weight,Magnitude,10.0,1677721,3.23014098405838,mixer.in_proj.weight,1.925314747838514e-06
backbone.layers.29.mixer.in_proj.weight,Magnitude,50.0,8388608,3.9280153463284173,mixer.in_proj.weight,4.682559187803766e-07
backbone.layers.29.mixer.in_proj.weight,Gradient,0.001,167,2.8520863577723503,mixer.in_proj.weight,0.01707836142378653
backbone.layers.29.mixer.in_proj.weight,Gradient,0.01,1677,2.852951424817244,mixer.in_proj.weight,0.0017012232706125486
backbone.layers.29.mixer.in_proj.weight,Gradient,0.1,16777,2.858122176180283,mixer.in_proj.weight,0.00017035955034751642
backbone.layers.29.mixer.in_proj.weight,Gradient,1.0,167772,2.8715010583400726,mixer.in_proj.weight,1.7115496378061133e-05
backbone.layers.29.mixer.in_proj.weight,Gradient,5.0,838860,2.8940612748265266,mixer.in_proj.weight,3.449993175054868e-06
backbone.layers.29.mixer.in_proj.weight,Gradient,10.0,1677721,2.967020522803068,mixer.in_proj.weight,1.7684826754883965e-06
backbone.layers.29.mixer.in_proj.weight,Gradient,50.0,8388608,3.4445147961378098,mixer.in_proj.weight,4.106181616947424e-07
backbone.layers.29.mixer.in_proj.weight,Hybrid,0.001,167,2.857583655665318,mixer.in_proj.weight,0.017111279375241425
backbone.layers.29.mixer.in_proj.weight,Hybrid,0.01,1677,2.854664464791616,mixer.in_proj.weight,0.0017022447613545713
backbone.layers.29.mixer.in_proj.weight,Hybrid,0.1,16777,2.841705666234096,mixer.in_proj.weight,0.00016938103750575764
backbone.layers.29.mixer.in_proj.weight,Hybrid,1.0,167772,2.8812484852969646,mixer.in_proj.weight,1.7173595625592857e-05
backbone.layers.29.mixer.in_proj.weight,Hybrid,5.0,838860,3.1342155995468297,mixer.in_proj.weight,3.7362797124035356e-06
backbone.layers.29.mixer.in_proj.weight,Hybrid,10.0,1677721,3.364111845691999,mixer.in_proj.weight,2.00516763257538e-06
backbone.layers.29.mixer.in_proj.weight,Hybrid,50.0,8388608,4.0819078261653585,mixer.in_proj.weight,4.866013319689463e-07
backbone.layers.29.mixer.x_proj.weight,Magnitude,0.001,6,2.855752855539322,mixer.x_proj.weight,0.47595880925655365
backbone.layers.29.mixer.x_proj.weight,Magnitude,0.01,65,2.8539234213531017,mixer.x_proj.weight,0.043906514174663104
backbone.layers.29.mixer.x_proj.weight,Magnitude,0.1,655,2.8496811588605246,mixer.x_proj.weight,0.0043506582578023275
backbone.layers.29.mixer.x_proj.weight,Magnitude,1.0,6553,2.8475134521722794,mixer.x_proj.weight,0.0004345358541389103
backbone.layers.29.mixer.x_proj.weight,Magnitude,5.0,32768,2.859871463229259,mixer.x_proj.weight,8.727635080655698e-05
backbone.layers.29.mixer.x_proj.weight,Magnitude,10.0,65536,2.8633992647131286,mixer.x_proj.weight,4.369200538197523e-05
backbone.layers.29.mixer.x_proj.weight,Magnitude,50.0,327680,3.3703062819937863,mixer.x_proj.weight,1.0285358526592365e-05
backbone.layers.29.mixer.x_proj.weight,Gradient,0.001,6,2.8571070867280164,mixer.x_proj.weight,0.4761845144546694
backbone.layers.29.mixer.x_proj.weight,Gradient,0.01,65,2.8575978887577853,mixer.x_proj.weight,0.04396304444242747
backbone.layers.29.mixer.x_proj.weight,Gradient,0.1,655,2.8634783724943795,mixer.x_proj.weight,0.004371722706098289
backbone.layers.29.mixer.x_proj.weight,Gradient,1.0,6553,2.858018400768439,mixer.x_proj.weight,0.00043613892885219576
backbone.layers.29.mixer.x_proj.weight,Gradient,5.0,32768,2.8429300437370935,mixer.x_proj.weight,8.675933971365642e-05
backbone.layers.29.mixer.x_proj.weight,Gradient,10.0,65536,2.8480474216242633,mixer.x_proj.weight,4.3457754846561634e-05
backbone.layers.29.mixer.x_proj.weight,Gradient,50.0,327680,3.0453024630745253,mixer.x_proj.weight,9.293525583113175e-06
backbone.layers.29.mixer.x_proj.weight,Hybrid,0.001,6,2.855939428011576,mixer.x_proj.weight,0.47598990466859603
backbone.layers.29.mixer.x_proj.weight,Hybrid,0.01,65,2.8530796306828656,mixer.x_proj.weight,0.04389353277973639
backbone.layers.29.mixer.x_proj.weight,Hybrid,0.1,655,2.849402396629254,mixer.x_proj.weight,0.004350232666609548
backbone.layers.29.mixer.x_proj.weight,Hybrid,1.0,6553,2.8472548934320607,mixer.x_proj.weight,0.00043449639759378313
backbone.layers.29.mixer.x_proj.weight,Hybrid,5.0,32768,2.862195424735546,mixer.x_proj.weight,8.734727248338459e-05
backbone.layers.29.mixer.x_proj.weight,Hybrid,10.0,65536,2.8635177351534367,mixer.x_proj.weight,4.369381309743403e-05
backbone.layers.29.mixer.x_proj.weight,Hybrid,50.0,327680,3.4427773281931877,mixer.x_proj.weight,1.0506522608011437e-05
backbone.layers.29.mixer.dt_proj.weight,Magnitude,0.001,5,2.8573273022969565,mixer.dt_proj.weight,0.5714654604593913
backbone.layers.29.mixer.dt_proj.weight,Magnitude,0.01,52,2.8575815620521703,mixer.dt_proj.weight,0.05495349157792635
backbone.layers.29.mixer.dt_proj.weight,Magnitude,0.1,524,2.8627195321023464,mixer.dt_proj.weight,0.005463205213935776
backbone.layers.29.mixer.dt_proj.weight,Magnitude,1.0,5242,2.955543864518404,mixer.dt_proj.weight,0.0005638198902171697
backbone.layers.29.mixer.dt_proj.weight,Magnitude,5.0,26214,3.4739982783794403,mixer.dt_proj.weight,0.00013252453949719387
backbone.layers.29.mixer.dt_proj.weight,Magnitude,10.0,52428,3.8035500310361385,mixer.dt_proj.weight,7.254806651095099e-05
backbone.layers.29.mixer.dt_proj.weight,Magnitude,50.0,262144,4.939139937361081,mixer.dt_proj.weight,1.884132361359055e-05
backbone.layers.29.mixer.dt_proj.weight,Gradient,0.001,5,2.8569523630042872,mixer.dt_proj.weight,0.5713904726008574
backbone.layers.29.mixer.dt_proj.weight,Gradient,0.01,52,2.8587354769309363,mixer.dt_proj.weight,0.05497568224867185
backbone.layers.29.mixer.dt_proj.weight,Gradient,0.1,524,2.8584455773234367,mixer.dt_proj.weight,0.005455048811685948
backbone.layers.29.mixer.dt_proj.weight,Gradient,1.0,5242,2.856359283129374,mixer.dt_proj.weight,0.0005448987567969046
backbone.layers.29.mixer.dt_proj.weight,Gradient,5.0,26214,2.9526465175052485,mixer.dt_proj.weight,0.00011263624465954255
backbone.layers.29.mixer.dt_proj.weight,Gradient,10.0,52428,3.00920781865716,mixer.dt_proj.weight,5.73969599957496e-05
backbone.layers.29.mixer.dt_proj.weight,Gradient,50.0,262144,3.3381088376045227,mixer.dt_proj.weight,1.273387465516862e-05
backbone.layers.29.mixer.dt_proj.weight,Hybrid,0.001,5,2.857155124346415,mixer.dt_proj.weight,0.571431024869283
backbone.layers.29.mixer.dt_proj.weight,Hybrid,0.01,52,2.8572961998482547,mixer.dt_proj.weight,0.054948003843235664
backbone.layers.29.mixer.dt_proj.weight,Hybrid,0.1,524,2.8626659673949084,mixer.dt_proj.weight,0.005463102991211657
backbone.layers.29.mixer.dt_proj.weight,Hybrid,1.0,5242,2.958146069198847,mixer.dt_proj.weight,0.0005643163046926453
backbone.layers.29.mixer.dt_proj.weight,Hybrid,5.0,26214,3.5833613499999046,mixer.dt_proj.weight,0.0001366964732585605
backbone.layers.29.mixer.dt_proj.weight,Hybrid,10.0,52428,3.9107919136683145,mixer.dt_proj.weight,7.459357430511014e-05
backbone.layers.29.mixer.dt_proj.weight,Hybrid,50.0,262144,4.927356533706188,mixer.dt_proj.weight,1.8796373495888474e-05
backbone.layers.29.mixer.dt_proj.bias,Magnitude,0.1,4,3.5730352525909743,mixer.dt_proj.bias,0.8932588131477436
backbone.layers.29.mixer.dt_proj.bias,Magnitude,1.0,40,9.466492027044296,mixer.dt_proj.bias,0.2366623006761074
backbone.layers.29.mixer.dt_proj.bias,Magnitude,5.0,204,13.405556286374727,mixer.dt_proj.bias,0.06571351120771925
backbone.layers.29.mixer.dt_proj.bias,Magnitude,10.0,409,13.090647007028261,mixer.dt_proj.bias,0.0320064718998246
backbone.layers.29.mixer.dt_proj.bias,Magnitude,50.0,2048,13.610518549879393,mixer.dt_proj.bias,0.006645761010683297
backbone.layers.29.mixer.dt_proj.bias,Gradient,0.1,4,4.866804800927639,mixer.dt_proj.bias,1.2167012002319098
backbone.layers.29.mixer.dt_proj.bias,Gradient,1.0,40,6.448412629465262,mixer.dt_proj.bias,0.16121031573663155
backbone.layers.29.mixer.dt_proj.bias,Gradient,5.0,204,8.039343133568764,mixer.dt_proj.bias,0.0394085447723959
backbone.layers.29.mixer.dt_proj.bias,Gradient,10.0,409,9.476262345910072,mixer.dt_proj.bias,0.023169345589022183
backbone.layers.29.mixer.dt_proj.bias,Gradient,50.0,2048,10.805655658245087,mixer.dt_proj.bias,0.005276199051877484
backbone.layers.29.mixer.dt_proj.bias,Hybrid,0.1,4,4.949894413352013,mixer.dt_proj.bias,1.2374736033380032
backbone.layers.29.mixer.dt_proj.bias,Hybrid,1.0,40,8.757285580039024,mixer.dt_proj.bias,0.21893213950097562
backbone.layers.29.mixer.dt_proj.bias,Hybrid,5.0,204,12.012931351860365,mixer.dt_proj.bias,0.05888691839147238
backbone.layers.29.mixer.dt_proj.bias,Hybrid,10.0,409,12.145929182569185,mixer.dt_proj.bias,0.029696648368139816
backbone.layers.29.mixer.dt_proj.bias,Hybrid,50.0,2048,13.258685727914175,mixer.dt_proj.bias,0.006473967640583093
backbone.layers.29.mixer.out_proj.weight,Magnitude,0.001,83,2.855876656870047,mixer.out_proj.weight,0.03440815249241021
backbone.layers.29.mixer.out_proj.weight,Magnitude,0.01,838,2.856876712292433,mixer.out_proj.weight,0.003409160754525576
backbone.layers.29.mixer.out_proj.weight,Magnitude,0.1,8388,2.858934751401345,mixer.out_proj.weight,0.0003408362841441756
backbone.layers.29.mixer.out_proj.weight,Magnitude,1.0,83886,2.8635680389901004,mixer.out_proj.weight,3.413642370586391e-05
backbone.layers.29.mixer.out_proj.weight,Magnitude,5.0,419430,2.8629721651474633,mixer.out_proj.weight,6.825864065869068e-06
backbone.layers.29.mixer.out_proj.weight,Magnitude,10.0,838860,2.896585797270139,mixer.out_proj.weight,3.453002643194501e-06
backbone.layers.29.mixer.out_proj.weight,Magnitude,50.0,4194304,3.0789181677003703,mixer.out_proj.weight,7.340712947131086e-07
backbone.layers.29.mixer.out_proj.weight,Gradient,0.001,83,2.850240604331096,mixer.out_proj.weight,0.034340248244952964
backbone.layers.29.mixer.out_proj.weight,Gradient,0.01,838,2.846690069884062,mixer.out_proj.weight,0.003397004856663558
backbone.layers.29.mixer.out_proj.weight,Gradient,0.1,8388,2.849371882776419,mixer.out_proj.weight,0.0003396962187382474
backbone.layers.29.mixer.out_proj.weight,Gradient,1.0,83886,2.872256025671959,mixer.out_proj.weight,3.4239992676632086e-05
backbone.layers.29.mixer.out_proj.weight,Gradient,5.0,419430,2.912677296747764,mixer.out_proj.weight,6.94437044738756e-06
backbone.layers.29.mixer.out_proj.weight,Gradient,10.0,838860,2.934465611974398,mixer.out_proj.weight,3.498158944251005e-06
backbone.layers.29.mixer.out_proj.weight,Gradient,50.0,4194304,3.010284598916769,mixer.out_proj.weight,7.17707776765053e-07
backbone.layers.29.mixer.out_proj.weight,Hybrid,0.001,83,2.8536656983196735,mixer.out_proj.weight,0.03438151443758643
backbone.layers.29.mixer.out_proj.weight,Hybrid,0.01,838,2.8467102075616517,mixer.out_proj.weight,0.0033970288873050735
backbone.layers.29.mixer.out_proj.weight,Hybrid,0.1,8388,2.849446109185616,mixer.out_proj.weight,0.00033970506785713114
backbone.layers.29.mixer.out_proj.weight,Hybrid,1.0,83886,2.88284520432353,mixer.out_proj.weight,3.436622564341523e-05
backbone.layers.29.mixer.out_proj.weight,Hybrid,5.0,419430,2.9110275134444237,mixer.out_proj.weight,6.940437053726304e-06
backbone.layers.29.mixer.out_proj.weight,Hybrid,10.0,838860,2.9416392048199973,mixer.out_proj.weight,3.5067105414729483e-06
backbone.layers.29.mixer.out_proj.weight,Hybrid,50.0,4194304,3.0940482492248216,mixer.out_proj.weight,7.376785872518591e-07
backbone.layers.30.norm.weight,Magnitude,0.1,2,2.86568633466959,norm.weight,1.432843167334795
backbone.layers.30.norm.weight,Magnitude,1.0,20,2.888266464074453,norm.weight,0.14441332320372263
backbone.layers.30.norm.weight,Magnitude,5.0,102,2.9119813218712807,norm.weight,0.028548836488934123
backbone.layers.30.norm.weight,Magnitude,10.0,204,2.917833276093006,norm.weight,0.014303104294573559
backbone.layers.30.norm.weight,Magnitude,50.0,1024,3.0355266965925694,norm.weight,0.002964381539641181
backbone.layers.30.norm.weight,Gradient,0.1,2,2.865877335270246,norm.weight,1.432938667635123
backbone.layers.30.norm.weight,Gradient,1.0,20,3.0306496284902096,norm.weight,0.15153248142451048
backbone.layers.30.norm.weight,Gradient,5.0,102,3.023945916444063,norm.weight,0.029646528592588855
backbone.layers.30.norm.weight,Gradient,10.0,204,3.0969922045866647,norm.weight,0.01518133433620914
backbone.layers.30.norm.weight,Gradient,50.0,1024,3.1612822810808816,norm.weight,0.0030871897276180484
backbone.layers.30.norm.weight,Hybrid,0.1,2,2.86568633466959,norm.weight,1.432843167334795
backbone.layers.30.norm.weight,Hybrid,1.0,20,2.9049655745426812,norm.weight,0.14524827872713406
backbone.layers.30.norm.weight,Hybrid,5.0,102,2.9296637748678527,norm.weight,0.02872219387125346
backbone.layers.30.norm.weight,Hybrid,10.0,204,2.9103464831908545,norm.weight,0.014266404329366935
backbone.layers.30.norm.weight,Hybrid,50.0,1024,2.9927483201026917,norm.weight,0.002922605781350285
backbone.layers.30.mixer.A_log,Magnitude,0.01,6,2.8570737491051355,mixer.A_log,0.47617895818418926
backbone.layers.30.mixer.A_log,Magnitude,0.1,65,2.857163409392039,mixer.A_log,0.043956360144492904
backbone.layers.30.mixer.A_log,Magnitude,1.0,655,2.8575884141027927,mixer.A_log,0.004362730403210371
backbone.layers.30.mixer.A_log,Magnitude,5.0,3276,2.857986422876517,mixer.A_log,0.0008724012279842847
backbone.layers.30.mixer.A_log,Magnitude,10.0,6553,2.8572374557455382,mixer.A_log,0.0004360197551877824
backbone.layers.30.mixer.A_log,Magnitude,50.0,32768,2.8575943472484746,mixer.A_log,8.72068587417137e-05
backbone.layers.30.mixer.A_log,Gradient,0.01,6,2.8571422696113586,mixer.A_log,0.47619037826855976
backbone.layers.30.mixer.A_log,Gradient,0.1,65,2.8572475016117096,mixer.A_log,0.04395765387094938
backbone.layers.30.mixer.A_log,Gradient,1.0,655,2.8575752737621465,mixer.A_log,0.004362710341621598
backbone.layers.30.mixer.A_log,Gradient,5.0,3276,2.857684047271808,mixer.A_log,0.0008723089277386472
backbone.layers.30.mixer.A_log,Gradient,10.0,6553,2.8564355125029883,mixer.A_log,0.0004358973771559573
backbone.layers.30.mixer.A_log,Gradient,50.0,32768,2.857074361294508,mixer.A_log,8.719099002973962e-05
backbone.layers.30.mixer.A_log,Hybrid,0.01,6,2.8567977361381054,mixer.A_log,0.4761329560230176
backbone.layers.30.mixer.A_log,Hybrid,0.1,65,2.8580876936515174,mixer.A_log,0.04397057990233104
backbone.layers.30.mixer.A_log,Hybrid,1.0,655,2.857827321936687,mixer.A_log,0.004363095147994942
backbone.layers.30.mixer.A_log,Hybrid,5.0,3276,2.857709893335899,mixer.A_log,0.0008723168172576004
backbone.layers.30.mixer.A_log,Hybrid,10.0,6553,2.8575153735776744,mixer.A_log,0.0004360621659663779
