Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss,Layer_type,loss_fn
backbone.layers.27.mixer.out_proj.weight,Gradient,0.01,838,2.8570984738568463,mixer.out_proj.weight,0.0034094253864640173
backbone.layers.27.mixer.out_proj.weight,Gradient,0.1,8388,2.8574693091213703,mixer.out_proj.weight,0.0003406615771484705
backbone.layers.27.mixer.out_proj.weight,Gradient,1.0,83886,2.854848600924015,mixer.out_proj.weight,3.403247980502128e-05
backbone.layers.27.mixer.out_proj.weight,Gradient,5.0,419430,2.8709637137750783,mixer.out_proj.weight,6.844917420725934e-06
backbone.layers.27.mixer.out_proj.weight,Gradient,10.0,838860,2.906653037915627,mixer.out_proj.weight,3.465003740690493e-06
backbone.layers.27.mixer.out_proj.weight,Gradient,50.0,4194304,3.0054216062029204,mixer.out_proj.weight,7.16548348952036e-07
backbone.layers.27.mixer.out_proj.weight,Hybrid,0.001,83,2.857135841002067,mixer.out_proj.weight,0.03442332338556707
backbone.layers.27.mixer.out_proj.weight,Hybrid,0.01,838,2.856610007584095,mixer.out_proj.weight,0.0034088424911504715
backbone.layers.27.mixer.out_proj.weight,Hybrid,0.1,8388,2.8559405046204724,mixer.out_proj.weight,0.0003404793162399228
backbone.layers.27.mixer.out_proj.weight,Hybrid,1.0,83886,2.8759835747381053,mixer.out_proj.weight,3.428442856660355e-05
backbone.layers.27.mixer.out_proj.weight,Hybrid,5.0,419430,2.8829749822616577,mixer.out_proj.weight,6.873554543694198e-06
backbone.layers.27.mixer.out_proj.weight,Hybrid,10.0,838860,2.908987527092298,mixer.out_proj.weight,3.467786671306652e-06
backbone.layers.27.mixer.out_proj.weight,Hybrid,50.0,4194304,3.037914348145326,mixer.out_proj.weight,7.242952223170581e-07
backbone.layers.28.norm.weight,Magnitude,0.1,2,2.8659623066584268,norm.weight,1.4329811533292134
backbone.layers.28.norm.weight,Magnitude,1.0,20,2.8712763227522373,norm.weight,0.14356381613761188
backbone.layers.28.norm.weight,Magnitude,5.0,102,2.874190522978703,norm.weight,0.02817833846057552
backbone.layers.28.norm.weight,Magnitude,10.0,204,2.8774168652792773,norm.weight,0.014104984633721947
backbone.layers.28.norm.weight,Magnitude,50.0,1024,2.9383690555890403,norm.weight,0.002869501030848672
backbone.layers.28.norm.weight,Gradient,0.1,2,2.8979384849468866,norm.weight,1.4489692424734433
backbone.layers.28.norm.weight,Gradient,1.0,20,2.951497251788775,norm.weight,0.14757486258943875
backbone.layers.28.norm.weight,Gradient,5.0,102,2.9344113866488137,norm.weight,0.028768739084792293
backbone.layers.28.norm.weight,Gradient,10.0,204,2.951379726330439,norm.weight,0.014467547678090388
backbone.layers.28.norm.weight,Gradient,50.0,1024,3.0334453297158084,norm.weight,0.002962348954800594
backbone.layers.28.norm.weight,Hybrid,0.1,2,2.8979384849468866,norm.weight,1.4489692424734433
backbone.layers.28.norm.weight,Hybrid,1.0,20,2.9216315088172755,norm.weight,0.14608157544086378
backbone.layers.28.norm.weight,Hybrid,5.0,102,2.931778609752655,norm.weight,0.028742927546594656
backbone.layers.28.norm.weight,Hybrid,10.0,204,2.932742698738972,norm.weight,0.014376189699700843
backbone.layers.28.norm.weight,Hybrid,50.0,1024,3.055637670059999,norm.weight,0.0029840211621679678
backbone.layers.28.mixer.A_log,Magnitude,0.01,6,2.8581026258567968,mixer.A_log,0.47635043764279944
backbone.layers.28.mixer.A_log,Magnitude,0.1,65,2.8624217932422957,mixer.A_log,0.04403725835757378
backbone.layers.28.mixer.A_log,Magnitude,1.0,655,2.8797320450345674,mixer.A_log,0.004396537473335217
backbone.layers.28.mixer.A_log,Magnitude,5.0,3276,2.9033337272703648,mixer.A_log,0.0008862435064927853
backbone.layers.28.mixer.A_log,Magnitude,10.0,6553,2.90117081006368,mixer.A_log,0.00044272406684933317
backbone.layers.28.mixer.A_log,Magnitude,50.0,32768,2.902138590812683,mixer.A_log,8.856624117470346e-05
backbone.layers.28.mixer.A_log,Gradient,0.01,6,2.8473247388998666,mixer.A_log,0.47455412314997775
backbone.layers.28.mixer.A_log,Gradient,0.1,65,2.927054990082979,mixer.A_log,0.04503161523204583
backbone.layers.28.mixer.A_log,Gradient,1.0,655,2.915660278250774,mixer.A_log,0.004451389737787441
backbone.layers.28.mixer.A_log,Gradient,5.0,3276,2.922424459209045,mixer.A_log,0.0008920709582445192
backbone.layers.28.mixer.A_log,Gradient,10.0,6553,2.915670412282149,mixer.A_log,0.00044493673314240025
backbone.layers.28.mixer.A_log,Gradient,50.0,32768,2.898122219989697,mixer.A_log,8.844367126433401e-05
backbone.layers.28.mixer.A_log,Hybrid,0.01,6,2.8553256963690123,mixer.A_log,0.47588761606150204
backbone.layers.28.mixer.A_log,Hybrid,0.1,65,2.851229670147101,mixer.A_log,0.04386507184841694
backbone.layers.28.mixer.A_log,Hybrid,1.0,655,2.914602248619,mixer.A_log,0.004449774425372519
backbone.layers.28.mixer.A_log,Hybrid,5.0,3276,2.8949505984783173,mixer.A_log,0.0008836845538700602
backbone.layers.28.mixer.A_log,Hybrid,10.0,6553,2.888607925424973,mixer.A_log,0.0004408069472646075
backbone.layers.28.mixer.A_log,Hybrid,50.0,32768,2.8973691426217556,mixer.A_log,8.84206891669237e-05
backbone.layers.28.mixer.D,Magnitude,0.1,4,2.8613598657151065,mixer.D,0.7153399664287766
backbone.layers.28.mixer.D,Magnitude,1.0,40,2.861579413215319,mixer.D,0.07153948533038298
backbone.layers.28.mixer.D,Magnitude,5.0,204,2.861923093597094,mixer.D,0.014029034772534775
backbone.layers.28.mixer.D,Magnitude,10.0,409,2.872924326608578,mixer.D,0.007024264857233687
backbone.layers.28.mixer.D,Magnitude,50.0,2048,2.981822222471237,mixer.D,0.0014559678820660338
backbone.layers.28.mixer.D,Gradient,0.1,4,2.8526458802322545,mixer.D,0.7131614700580636
backbone.layers.28.mixer.D,Gradient,1.0,40,2.8706617653369904,mixer.D,0.07176654413342476
backbone.layers.28.mixer.D,Gradient,5.0,204,2.9005952763060727,mixer.D,0.014218604295618003
backbone.layers.28.mixer.D,Gradient,10.0,409,2.968220749249061,mixer.D,0.007257263445596726
backbone.layers.28.mixer.D,Gradient,50.0,2048,2.9857862455149493,mixer.D,0.0014579034401928463
backbone.layers.28.mixer.D,Hybrid,0.1,4,2.855814856787523,mixer.D,0.7139537141968807
backbone.layers.28.mixer.D,Hybrid,1.0,40,2.8563405523697534,mixer.D,0.07140851380924383
backbone.layers.28.mixer.D,Hybrid,5.0,204,2.8569425915678344,mixer.D,0.014004620546901148
backbone.layers.28.mixer.D,Hybrid,10.0,409,2.869450426350037,mixer.D,0.007015771213569773
backbone.layers.28.mixer.D,Hybrid,50.0,2048,2.9806931478281817,mixer.D,0.0014554165760879794
backbone.layers.28.mixer.conv1d.weight,Magnitude,0.01,1,2.857928895701965,mixer.conv1d.weight,2.857928895701965
backbone.layers.28.mixer.conv1d.weight,Magnitude,0.1,16,2.8571648399035134,mixer.conv1d.weight,0.1785728024939696
backbone.layers.28.mixer.conv1d.weight,Magnitude,1.0,163,2.850505388031403,mixer.conv1d.weight,0.017487763116757073
backbone.layers.28.mixer.conv1d.weight,Magnitude,5.0,819,2.854361363997062,mixer.conv1d.weight,0.0034851787106191237
backbone.layers.28.mixer.conv1d.weight,Magnitude,10.0,1638,2.8918099850416183,mixer.conv1d.weight,0.0017654517613196693
backbone.layers.28.mixer.conv1d.weight,Magnitude,50.0,8192,3.1970256802936396,mixer.conv1d.weight,0.0003902619238639697
backbone.layers.28.mixer.conv1d.weight,Gradient,0.01,1,3.064585597564777,mixer.conv1d.weight,3.064585597564777
backbone.layers.28.mixer.conv1d.weight,Gradient,0.1,16,3.0090723546842733,mixer.conv1d.weight,0.18806702216776708
backbone.layers.28.mixer.conv1d.weight,Gradient,1.0,163,3.06997586786747,mixer.conv1d.weight,0.018834207778328036
backbone.layers.28.mixer.conv1d.weight,Gradient,5.0,819,3.1460656548539796,mixer.conv1d.weight,0.003841350005926715
backbone.layers.28.mixer.conv1d.weight,Gradient,10.0,1638,3.156726876894633,mixer.conv1d.weight,0.001927183685527859
backbone.layers.28.mixer.conv1d.weight,Gradient,50.0,8192,3.1565740754206977,mixer.conv1d.weight,0.00038532398381600313
backbone.layers.28.mixer.conv1d.weight,Hybrid,0.01,1,3.064585597564777,mixer.conv1d.weight,3.064585597564777
backbone.layers.28.mixer.conv1d.weight,Hybrid,0.1,16,3.013610946635405,mixer.conv1d.weight,0.18835068416471282
backbone.layers.28.mixer.conv1d.weight,Hybrid,1.0,163,3.013201860090097,mixer.conv1d.weight,0.018485900982147835
backbone.layers.28.mixer.conv1d.weight,Hybrid,5.0,819,3.0255866584678492,mixer.conv1d.weight,0.003694245004234248
backbone.layers.28.mixer.conv1d.weight,Hybrid,10.0,1638,3.0946355909109116,mixer.conv1d.weight,0.001889276917528029
backbone.layers.28.mixer.conv1d.weight,Hybrid,50.0,8192,3.127250760793686,mixer.conv1d.weight,0.000381744477635948
backbone.layers.28.mixer.conv1d.bias,Magnitude,0.1,4,2.8594274558126926,mixer.conv1d.bias,0.7148568639531732
backbone.layers.28.mixer.conv1d.bias,Magnitude,1.0,40,2.8579499647021294,mixer.conv1d.bias,0.07144874911755324
backbone.layers.28.mixer.conv1d.bias,Magnitude,5.0,204,2.8774745712677636,mixer.conv1d.bias,0.014105267506214528
backbone.layers.28.mixer.conv1d.bias,Magnitude,10.0,409,2.8697783226768174,mixer.conv1d.bias,0.007016572916080238
backbone.layers.28.mixer.conv1d.bias,Magnitude,50.0,2048,4.785662862161796,mixer.conv1d.bias,0.0023367494444149393
backbone.layers.28.mixer.conv1d.bias,Gradient,0.1,4,2.875410539408525,mixer.conv1d.bias,0.7188526348521312
backbone.layers.28.mixer.conv1d.bias,Gradient,1.0,40,2.870626837015152,mixer.conv1d.bias,0.0717656709253788
backbone.layers.28.mixer.conv1d.bias,Gradient,5.0,204,2.870100454737743,mixer.conv1d.bias,0.014069119876165406
backbone.layers.28.mixer.conv1d.bias,Gradient,10.0,409,2.887089808781942,mixer.conv1d.bias,0.007058899287975408
backbone.layers.28.mixer.conv1d.bias,Gradient,50.0,2048,2.9069525661567845,mixer.conv1d.bias,0.0014194104326937425
backbone.layers.28.mixer.conv1d.bias,Hybrid,0.1,4,2.882171476880709,mixer.conv1d.bias,0.7205428692201773
backbone.layers.28.mixer.conv1d.bias,Hybrid,1.0,40,2.8871775418519974,mixer.conv1d.bias,0.07217943854629993
backbone.layers.28.mixer.conv1d.bias,Hybrid,5.0,204,2.9012457293768725,mixer.conv1d.bias,0.014221792791063101
backbone.layers.28.mixer.conv1d.bias,Hybrid,10.0,409,2.9061354883015156,mixer.conv1d.bias,0.007105465741568498
backbone.layers.28.mixer.conv1d.bias,Hybrid,50.0,2048,4.779764433701833,mixer.conv1d.bias,0.002333869352393473
backbone.layers.28.mixer.in_proj.weight,Magnitude,0.001,167,2.8828721940517426,mixer.in_proj.weight,0.01726270774881283
backbone.layers.28.mixer.in_proj.weight,Magnitude,0.01,1677,2.8898728229105473,mixer.in_proj.weight,0.0017232396081756393
backbone.layers.28.mixer.in_proj.weight,Magnitude,0.1,16777,2.851863242685795,mixer.in_proj.weight,0.00016998648403682392
backbone.layers.28.mixer.in_proj.weight,Magnitude,1.0,167772,2.883241477111975,mixer.in_proj.weight,1.718547479383911e-05
backbone.layers.28.mixer.in_proj.weight,Magnitude,5.0,838860,2.9163806860645614,mixer.in_proj.weight,3.4766000119979035e-06
backbone.layers.28.mixer.in_proj.weight,Magnitude,10.0,1677721,2.9265844225883484,mixer.in_proj.weight,1.7443808729749157e-06
backbone.layers.28.mixer.in_proj.weight,Magnitude,50.0,8388608,3.370509907603264,mixer.in_proj.weight,4.0179609150925444e-07
backbone.layers.28.mixer.in_proj.weight,Gradient,0.001,167,2.8957829251885414,mixer.in_proj.weight,0.01734001751609905
backbone.layers.28.mixer.in_proj.weight,Gradient,0.01,1677,2.9243374976019063,mixer.in_proj.weight,0.0017437909943958893
backbone.layers.28.mixer.in_proj.weight,Gradient,0.1,16777,2.9593445832530656,mixer.in_proj.weight,0.00017639295364207342
backbone.layers.28.mixer.in_proj.weight,Gradient,1.0,167772,3.067008980860313,mixer.in_proj.weight,1.8280815516655417e-05
backbone.layers.28.mixer.in_proj.weight,Gradient,5.0,838860,2.9811296624441943,mixer.in_proj.weight,3.553786880342601e-06
backbone.layers.28.mixer.in_proj.weight,Gradient,10.0,1677721,2.9427273236215115,mixer.in_proj.weight,1.754002795233243e-06
backbone.layers.28.mixer.in_proj.weight,Gradient,50.0,8388608,3.07609611004591,mixer.in_proj.weight,3.6669923186849473e-07
backbone.layers.28.mixer.in_proj.weight,Hybrid,0.001,167,2.8805237089594207,mixer.in_proj.weight,0.017248644963828868
backbone.layers.28.mixer.in_proj.weight,Hybrid,0.01,1677,2.8863684522608914,mixer.in_proj.weight,0.001721149941717884
backbone.layers.28.mixer.in_proj.weight,Hybrid,0.1,16777,2.8482008340458074,mixer.in_proj.weight,0.00016976818466029727
backbone.layers.28.mixer.in_proj.weight,Hybrid,1.0,167772,2.881801122178634,mixer.in_proj.weight,1.7176889601236405e-05
backbone.layers.28.mixer.in_proj.weight,Hybrid,5.0,838860,2.9217634424567223,mixer.in_proj.weight,3.4830167637707393e-06
backbone.layers.28.mixer.in_proj.weight,Hybrid,10.0,1677721,2.9338000044226646,mixer.in_proj.weight,1.7486816964338318e-06
backbone.layers.28.mixer.in_proj.weight,Hybrid,50.0,8388608,3.405206438153982,mixer.in_proj.weight,4.0593224026608254e-07
backbone.layers.28.mixer.x_proj.weight,Magnitude,0.001,6,2.8597081899642944,mixer.x_proj.weight,0.47661803166071576
backbone.layers.28.mixer.x_proj.weight,Magnitude,0.01,65,2.8615241373578706,mixer.x_proj.weight,0.044023448267044164
backbone.layers.28.mixer.x_proj.weight,Magnitude,0.1,655,2.854871481657028,mixer.x_proj.weight,0.004358582414743554
backbone.layers.28.mixer.x_proj.weight,Magnitude,1.0,6553,3.503270637243986,mixer.x_proj.weight,0.0005346056214320138
backbone.layers.28.mixer.x_proj.weight,Magnitude,5.0,32768,6.744053343931834,mixer.x_proj.weight,0.00020581217480260724
backbone.layers.28.mixer.x_proj.weight,Magnitude,10.0,65536,8.159912216166655,mixer.x_proj.weight,0.00012451037927500389
backbone.layers.28.mixer.x_proj.weight,Magnitude,50.0,327680,11.222885223726431,mixer.x_proj.weight,3.4249527660297946e-05
backbone.layers.28.mixer.x_proj.weight,Gradient,0.001,6,2.8572496312359967,mixer.x_proj.weight,0.4762082718726661
backbone.layers.28.mixer.x_proj.weight,Gradient,0.01,65,2.856958301117023,mixer.x_proj.weight,0.04395320463256958
backbone.layers.28.mixer.x_proj.weight,Gradient,0.1,655,2.8648245396713414,mixer.x_proj.weight,0.0043737779231623536
backbone.layers.28.mixer.x_proj.weight,Gradient,1.0,6553,2.864027256766955,mixer.x_proj.weight,0.0004370558914645132
backbone.layers.28.mixer.x_proj.weight,Gradient,5.0,32768,2.8589644618332386,mixer.x_proj.weight,8.724867132059444e-05
backbone.layers.28.mixer.x_proj.weight,Gradient,10.0,65536,2.8670560866594315,mixer.x_proj.weight,4.3747804056692985e-05
backbone.layers.28.mixer.x_proj.weight,Gradient,50.0,327680,9.284673564136028,mixer.x_proj.weight,2.8334575085864343e-05
backbone.layers.28.mixer.x_proj.weight,Hybrid,0.001,6,2.8594427034258842,mixer.x_proj.weight,0.47657378390431404
backbone.layers.28.mixer.x_proj.weight,Hybrid,0.01,65,2.862274451802174,mixer.x_proj.weight,0.044034991566187294
backbone.layers.28.mixer.x_proj.weight,Hybrid,0.1,655,2.8495607785880566,mixer.x_proj.weight,0.004350474471126804
backbone.layers.28.mixer.x_proj.weight,Hybrid,1.0,6553,3.5375783567627272,mixer.x_proj.weight,0.0005398410433027205
backbone.layers.28.mixer.x_proj.weight,Hybrid,5.0,32768,6.2866416449348135,mixer.x_proj.weight,0.00019185307754317668
backbone.layers.28.mixer.x_proj.weight,Hybrid,10.0,65536,7.718880519270897,mixer.x_proj.weight,0.00011778076964219508
backbone.layers.28.mixer.x_proj.weight,Hybrid,50.0,327680,11.959477086861929,mixer.x_proj.weight,3.6497427633245634e-05
backbone.layers.28.mixer.dt_proj.weight,Magnitude,0.001,5,2.854328936586777,mixer.dt_proj.weight,0.5708657873173555
backbone.layers.28.mixer.dt_proj.weight,Magnitude,0.01,52,2.860323922087749,mixer.dt_proj.weight,0.05500622927091825
backbone.layers.28.mixer.dt_proj.weight,Magnitude,0.1,524,2.957960993051529,mixer.dt_proj.weight,0.005644963727197574
backbone.layers.28.mixer.dt_proj.weight,Magnitude,1.0,5242,4.527232962350051,mixer.dt_proj.weight,0.0008636461202499143
backbone.layers.28.mixer.dt_proj.weight,Magnitude,5.0,26214,10.584249126414457,mixer.dt_proj.weight,0.00040376322295012046
backbone.layers.28.mixer.dt_proj.weight,Magnitude,10.0,52428,12.590603987375895,mixer.dt_proj.weight,0.00024015037742000257
backbone.layers.28.mixer.dt_proj.weight,Magnitude,50.0,262144,11.969198043147722,mixer.dt_proj.weight,4.565886704691972e-05
backbone.layers.28.mixer.dt_proj.weight,Gradient,0.001,5,2.8567881224056086,mixer.dt_proj.weight,0.5713576244811217
backbone.layers.28.mixer.dt_proj.weight,Gradient,0.01,52,2.8534348234534264,mixer.dt_proj.weight,0.05487374660487358
backbone.layers.28.mixer.dt_proj.weight,Gradient,0.1,524,2.858783264954885,mixer.dt_proj.weight,0.005455693253730696
backbone.layers.28.mixer.dt_proj.weight,Gradient,1.0,5242,2.991530567407608,mixer.dt_proj.weight,0.0005706849613520809
backbone.layers.28.mixer.dt_proj.weight,Gradient,5.0,26214,3.6860417214532695,mixer.dt_proj.weight,0.00014061347834948003
backbone.layers.28.mixer.dt_proj.weight,Gradient,10.0,52428,3.949022357662519,mixer.dt_proj.weight,7.532277328264513e-05
backbone.layers.28.mixer.dt_proj.weight,Gradient,50.0,262144,7.984799571335316,mixer.dt_proj.weight,3.04595930913365e-05
backbone.layers.28.mixer.dt_proj.weight,Hybrid,0.001,5,2.855119210978349,mixer.dt_proj.weight,0.5710238421956698
backbone.layers.28.mixer.dt_proj.weight,Hybrid,0.01,52,2.859747393677632,mixer.dt_proj.weight,0.054995142186108306
backbone.layers.28.mixer.dt_proj.weight,Hybrid,0.1,524,2.95611567919453,mixer.dt_proj.weight,0.005641442135867424
backbone.layers.28.mixer.dt_proj.weight,Hybrid,1.0,5242,4.542657099664211,mixer.dt_proj.weight,0.0008665885348462822
backbone.layers.28.mixer.dt_proj.weight,Hybrid,5.0,26214,9.02567890783151,mixer.dt_proj.weight,0.00034430758021788017
backbone.layers.28.mixer.dt_proj.weight,Hybrid,10.0,52428,12.549079259236654,mixer.dt_proj.weight,0.00023935834400008878
backbone.layers.28.mixer.dt_proj.weight,Hybrid,50.0,262144,11.981690401832262,mixer.dt_proj.weight,4.570652161343484e-05
backbone.layers.28.mixer.dt_proj.bias,Magnitude,0.1,4,3.512013034274181,mixer.dt_proj.bias,0.8780032585685452
backbone.layers.28.mixer.dt_proj.bias,Magnitude,1.0,40,5.711797672013442,mixer.dt_proj.bias,0.14279494180033606
backbone.layers.28.mixer.dt_proj.bias,Magnitude,5.0,204,8.510564615329107,mixer.dt_proj.bias,0.04171845399671131
backbone.layers.28.mixer.dt_proj.bias,Magnitude,10.0,409,9.873437156279882,mixer.dt_proj.bias,0.024140433144938588
backbone.layers.28.mixer.dt_proj.bias,Magnitude,50.0,2048,11.246670126914978,mixer.dt_proj.bias,0.005491538147907704
backbone.layers.28.mixer.dt_proj.bias,Gradient,0.1,4,3.8142052118976912,mixer.dt_proj.bias,0.9535513029744228
backbone.layers.28.mixer.dt_proj.bias,Gradient,1.0,40,5.278355496625106,mixer.dt_proj.bias,0.13195888741562764
backbone.layers.28.mixer.dt_proj.bias,Gradient,5.0,204,6.806813359260559,mixer.dt_proj.bias,0.033366732153238036
backbone.layers.28.mixer.dt_proj.bias,Gradient,10.0,409,8.667904431621233,mixer.dt_proj.bias,0.021192920370712062
backbone.layers.28.mixer.dt_proj.bias,Gradient,50.0,2048,10.52551338573297,mixer.dt_proj.bias,0.005139410832877426
backbone.layers.28.mixer.dt_proj.bias,Hybrid,0.1,4,3.8142052118976912,mixer.dt_proj.bias,0.9535513029744228
backbone.layers.28.mixer.dt_proj.bias,Hybrid,1.0,40,6.566218309104443,mixer.dt_proj.bias,0.16415545772761106
backbone.layers.28.mixer.dt_proj.bias,Hybrid,5.0,204,8.401133125027021,mixer.dt_proj.bias,0.04118202512268148
backbone.layers.28.mixer.dt_proj.bias,Hybrid,10.0,409,9.91055990755558,mixer.dt_proj.bias,0.024231197817984305
backbone.layers.28.mixer.dt_proj.bias,Hybrid,50.0,2048,11.061072140932083,mixer.dt_proj.bias,0.005400914131314494
backbone.layers.28.mixer.out_proj.weight,Magnitude,0.001,83,2.8547958681980767,mixer.out_proj.weight,0.0343951309421455
backbone.layers.28.mixer.out_proj.weight,Magnitude,0.01,838,2.854829251766205,mixer.out_proj.weight,0.0034067174842078818
backbone.layers.28.mixer.out_proj.weight,Magnitude,0.1,8388,2.8584600488344827,mixer.out_proj.weight,0.00034077969108660974
backbone.layers.28.mixer.out_proj.weight,Magnitude,1.0,83886,2.866421146939198,mixer.out_proj.weight,3.417043543546239e-05
backbone.layers.28.mixer.out_proj.weight,Magnitude,5.0,419430,2.896812825153271,mixer.out_proj.weight,6.906546563558332e-06
backbone.layers.28.mixer.out_proj.weight,Magnitude,10.0,838860,2.918405963728825,mixer.out_proj.weight,3.4790143334153793e-06
backbone.layers.28.mixer.out_proj.weight,Magnitude,50.0,4194304,3.0793385033806167,mixer.out_proj.weight,7.341715105487386e-07
backbone.layers.28.mixer.out_proj.weight,Gradient,0.001,83,2.8542264414330325,mixer.out_proj.weight,0.034388270378711235
backbone.layers.28.mixer.out_proj.weight,Gradient,0.01,838,2.8540130890905857,mixer.out_proj.weight,0.0034057435430675247
backbone.layers.28.mixer.out_proj.weight,Gradient,0.1,8388,2.8668938701351485,mixer.out_proj.weight,0.00034178515380724233
backbone.layers.28.mixer.out_proj.weight,Gradient,1.0,83886,2.8814216566582522,mixer.out_proj.weight,3.434925561664941e-05
backbone.layers.28.mixer.out_proj.weight,Gradient,5.0,419430,2.945031559715668,mixer.out_proj.weight,7.021509094999566e-06
backbone.layers.28.mixer.out_proj.weight,Gradient,10.0,838860,2.9966374238332114,mixer.out_proj.weight,3.572273590149979e-06
backbone.layers.28.mixer.out_proj.weight,Gradient,50.0,4194304,3.0567292074362435,mixer.out_proj.weight,7.287810343351945e-07
backbone.layers.28.mixer.out_proj.weight,Hybrid,0.001,83,2.853277893116077,mixer.out_proj.weight,0.03437684208573587
backbone.layers.28.mixer.out_proj.weight,Hybrid,0.01,838,2.8538179683188596,mixer.out_proj.weight,0.003405510702051145
backbone.layers.28.mixer.out_proj.weight,Hybrid,0.1,8388,2.8606738659242787,mixer.out_proj.weight,0.00034104361777828786
backbone.layers.28.mixer.out_proj.weight,Hybrid,1.0,83886,2.869737180570761,mixer.out_proj.weight,3.420996567449588e-05
backbone.layers.28.mixer.out_proj.weight,Hybrid,5.0,419430,2.9030908023317656,mixer.out_proj.weight,6.9215144418181e-06
backbone.layers.28.mixer.out_proj.weight,Hybrid,10.0,838860,2.9351083412766457,mixer.out_proj.weight,3.4989251380166484e-06
backbone.layers.28.mixer.out_proj.weight,Hybrid,50.0,4194304,3.1049901197353997,mixer.out_proj.weight,7.402873324717044e-07
backbone.layers.29.norm.weight,Magnitude,0.1,2,2.862389783064524,norm.weight,1.431194891532262
backbone.layers.29.norm.weight,Magnitude,1.0,20,2.852649132410685,norm.weight,0.14263245662053425
backbone.layers.29.norm.weight,Magnitude,5.0,102,2.844873490432898,norm.weight,0.02789091657287155
backbone.layers.29.norm.weight,Magnitude,10.0,204,2.877011325210333,norm.weight,0.014102996692207515
backbone.layers.29.norm.weight,Magnitude,50.0,1024,3.053806862483422,norm.weight,0.0029822332641439666
backbone.layers.29.norm.weight,Gradient,0.1,2,2.8884926587343216,norm.weight,1.4442463293671608
backbone.layers.29.norm.weight,Gradient,1.0,20,2.926765736192465,norm.weight,0.14633828680962324
backbone.layers.29.norm.weight,Gradient,5.0,102,3.1293251775205135,norm.weight,0.030679658603142288
backbone.layers.29.norm.weight,Gradient,10.0,204,3.1533000767230988,norm.weight,0.015457353317270092
backbone.layers.29.norm.weight,Gradient,50.0,1024,3.73787714044253,norm.weight,0.0036502706449634084
backbone.layers.29.norm.weight,Hybrid,0.1,2,2.861387174576521,norm.weight,1.4306935872882605
backbone.layers.29.norm.weight,Hybrid,1.0,20,3.0701160368820033,norm.weight,0.15350580184410018
backbone.layers.29.norm.weight,Hybrid,5.0,102,3.0857278431455293,norm.weight,0.03025223375632872
backbone.layers.29.norm.weight,Hybrid,10.0,204,3.184701877335707,norm.weight,0.015611283712429938
backbone.layers.29.norm.weight,Hybrid,50.0,1024,3.964327813436588,norm.weight,0.0038714138803091678
backbone.layers.29.mixer.A_log,Magnitude,0.01,6,2.8566587728758654,mixer.A_log,0.4761097954793109
backbone.layers.29.mixer.A_log,Magnitude,0.1,65,3.388736062993606,mixer.A_log,0.052134400969132404
backbone.layers.29.mixer.A_log,Magnitude,1.0,655,4.703662686049938,mixer.A_log,0.007181164406183112
backbone.layers.29.mixer.A_log,Magnitude,5.0,3276,5.4302474310000735,mixer.A_log,0.0016575846858974583
backbone.layers.29.mixer.A_log,Magnitude,10.0,6553,5.783929151793321,mixer.A_log,0.0008826383567516131
backbone.layers.29.mixer.A_log,Magnitude,50.0,32768,5.4559886281689005,mixer.A_log,0.000166503559209256
backbone.layers.29.mixer.A_log,Gradient,0.01,6,3.3675340861082077,mixer.A_log,0.5612556810180346
backbone.layers.29.mixer.A_log,Gradient,0.1,65,3.279013174275557,mixer.A_log,0.050446356527316265
backbone.layers.29.mixer.A_log,Gradient,1.0,655,3.69497299939394,mixer.A_log,0.005641180151746473
backbone.layers.29.mixer.A_log,Gradient,5.0,3276,4.430927589535713,mixer.A_log,0.0013525419992477757
backbone.layers.29.mixer.A_log,Gradient,10.0,6553,4.736542788644631,mixer.A_log,0.0007228052477711935
backbone.layers.29.mixer.A_log,Gradient,50.0,32768,5.0997262100378675,mixer.A_log,0.00015563129303094078
backbone.layers.29.mixer.A_log,Hybrid,0.01,6,2.8993257569770017,mixer.A_log,0.48322095949616695
backbone.layers.29.mixer.A_log,Hybrid,0.1,65,3.362657316029072,mixer.A_log,0.05173318947737034
backbone.layers.29.mixer.A_log,Hybrid,1.0,655,5.047306753695011,mixer.A_log,0.007705811837702307
backbone.layers.29.mixer.A_log,Hybrid,5.0,3276,5.593578490118186,mixer.A_log,0.0017074415415501178
backbone.layers.29.mixer.A_log,Hybrid,10.0,6553,5.714430272579193,mixer.A_log,0.0008720326983945053
backbone.layers.29.mixer.A_log,Hybrid,50.0,32768,5.2748786608378095,mixer.A_log,0.00016097652163201323
backbone.layers.29.mixer.D,Magnitude,0.1,4,2.8565267510712147,mixer.D,0.7141316877678037
backbone.layers.29.mixer.D,Magnitude,1.0,40,2.856138593206803,mixer.D,0.07140346483017007
backbone.layers.29.mixer.D,Magnitude,5.0,204,2.8609439246356487,mixer.D,0.014024234924684553
backbone.layers.29.mixer.D,Magnitude,10.0,409,2.8731061468521752,mixer.D,0.007024709405506541
backbone.layers.29.mixer.D,Magnitude,50.0,2048,2.8699235344926515,mixer.D,0.00140132985082649
backbone.layers.29.mixer.D,Gradient,0.1,4,2.856989849358797,mixer.D,0.7142474623396993
backbone.layers.29.mixer.D,Gradient,1.0,40,2.868568410476049,mixer.D,0.07171421026190122
